1 Hello ! Which drink can I get for you ?
1 Hello ! Which drink can I get for you today ?
1 Hello ! Which drink would you like to have ?
1 Hello ! Which drink would you like today ?
1 Hi ! Which drink can I get for you ?
1 Hi ! Which drink can I get for you today ?
1 Hi ! Which drink would you like to have ?
1 Hi ! Which drink would you like today ?
1 Welcome to Botista ! Which drink can I get for you ?
1 Welcome to Botista ! Which drink can I get for you today ?
1 Welcome to Botista ! Which drink would you like to have ?
1 Welcome to Botista ! Which drink would you like today ?
1 Welcome to the coffee heaven ! Which drink can I get for you ?
1 Welcome to the coffee heaven ! Which drink can I get for you today ?
1 Welcome to the coffee heaven ! Which drink would you like to have ?
1 Welcome to the coffee heaven ! Which drink would you like today ?
1 Great ! Can I take your name ? api_call getCustomerName
1 Perfect ! What would be the name ? api_call getCustomerName
1 May I take your name , please ? api_call getCustomerName
1 Absolutely ! Your order is a medium americano and a blueberry oatmeal . Did I get that right ?
1 Sure ! So that would be a large flat white and an almond croissant . Is that right ?
1 Sure ! So that would be a large flat white and an almond croissant . Did I get that right ?
1 Sure ! Your order is a large flat white and an almond croissant . Is that right ?
1 Sure ! Your order is a large flat white and an almond croissant . Did I get that right ?
1 Of course ! So that would be a large flat white and an almond croissant . Is that right ?
1 Of course ! So that would be a large flat white and an almond croissant . Did I get that right ?
1 Of course ! Your order is a large flat white and an almond croissant . Is that right ?
1 Of course ! Your order is a large flat white and an almond croissant . Did I get that right ?
1 Absolutely ! So that would be a large flat white and an almond croissant . Is that right ?
1 Absolutely ! So that would be a large flat white and an almond croissant . Did I get that right ?
1 Absolutely ! Your order is a large flat white and an almond croissant . Is that right ?
1 Absolutely ! Your order is a large flat white and an almond croissant . Did I get that right ?
1 Sure ! So that would be a large latte and a veggie tortilla wrap . Is that right ?
1 Sure ! So that would be a large latte and a veggie tortilla wrap . Did I get that right ?
1 Sure ! Your order is a large latte and a veggie tortilla wrap . Is that right ?
1 Sure ! Your order is a large latte and a veggie tortilla wrap . Did I get that right ?
1 Of course ! So that would be a large latte and a veggie tortilla wrap . Is that right ?
1 Of course ! So that would be a large latte and a veggie tortilla wrap . Did I get that right ?
1 Of course ! Your order is a large latte and a veggie tortilla wrap . Is that right ?
1 Of course ! Your order is a large latte and a veggie tortilla wrap . Did I get that right ?
1 Absolutely ! So that would be a large latte and a veggie tortilla wrap . Is that right ?
1 Absolutely ! So that would be a large latte and a veggie tortilla wrap . Did I get that right ?
1 Absolutely ! Your order is a large latte and a veggie tortilla wrap . Is that right ?
1 Absolutely ! Your order is a large latte and a veggie tortilla wrap . Did I get that right ?
1 Sure ! So that would be a medium breakfast tea and a pain au chocolat . Is that right ?
1 Sure ! So that would be a medium breakfast tea and a pain au chocolat . Did I get that right ?
1 Sure ! Your order is a medium breakfast tea and a pain au chocolat . Is that right ?
1 Sure ! Your order is a medium breakfast tea and a pain au chocolat . Did I get that right ?
1 Of course ! So that would be a medium breakfast tea and a pain au chocolat . Is that right ?
1 Of course ! So that would be a medium breakfast tea and a pain au chocolat . Did I get that right ?
1 Of course ! Your order is a medium breakfast tea and a pain au chocolat . Is that right ?
1 Of course ! Your order is a medium breakfast tea and a pain au chocolat . Did I get that right ?
1 Absolutely ! So that would be a medium breakfast tea and a pain au chocolat . Is that right ?
1 Absolutely ! So that would be a medium breakfast tea and a pain au chocolat . Did I get that right ?
1 Absolutely ! Your order is a medium breakfast tea and a pain au chocolat . Is that right ?
1 Absolutely ! Your order is a medium breakfast tea and a pain au chocolat . Did I get that right ?
1 Sure ! So that would be a tall salted caramel mocha and a raspberry cheesecake . Is that right ?
1 Sure ! So that would be a tall salted caramel mocha and a raspberry cheesecake . Did I get that right ?
1 Sure ! Your order is a tall salted caramel mocha and a raspberry cheesecake . Is that right ?
1 Sure ! Your order is a tall salted caramel mocha and a raspberry cheesecake . Did I get that right ?
1 Of course ! So that would be a tall salted caramel mocha and a raspberry cheesecake . Is that right ?
1 Of course ! So that would be a tall salted caramel mocha and a raspberry cheesecake . Did I get that right ?
1 Of course ! Your order is a tall salted caramel mocha and a raspberry cheesecake . Is that right ?
1 Of course ! Your order is a tall salted caramel mocha and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a tall salted caramel mocha and a raspberry cheesecake . Is that right ?
1 Absolutely ! So that would be a tall salted caramel mocha and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a tall salted caramel mocha and a raspberry cheesecake . Is that right ?
1 Absolutely ! Your order is a tall salted caramel mocha and a raspberry cheesecake . Did I get that right ?
1 Sure ! So that would be a tall strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Sure ! So that would be a tall strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Sure ! Your order is a tall strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Sure ! Your order is a tall strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Of course ! So that would be a tall strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Of course ! So that would be a tall strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Of course ! Your order is a tall strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Of course ! Your order is a tall strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a tall strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Absolutely ! So that would be a tall strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a tall strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Absolutely ! Your order is a tall strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Sure ! So that would be a short iced pumpkin spice latte and a chicken and pesto panini . Is that right ?
1 Sure ! So that would be a short iced pumpkin spice latte and a chicken and pesto panini . Did I get that right ?
1 Sure ! Your order is a short iced pumpkin spice latte and a chicken and pesto panini . Is that right ?
1 Sure ! Your order is a short iced pumpkin spice latte and a chicken and pesto panini . Did I get that right ?
1 Of course ! So that would be a short iced pumpkin spice latte and a chicken and pesto panini . Is that right ?
1 Of course ! So that would be a short iced pumpkin spice latte and a chicken and pesto panini . Did I get that right ?
1 Of course ! Your order is a short iced pumpkin spice latte and a chicken and pesto panini . Is that right ?
1 Of course ! Your order is a short iced pumpkin spice latte and a chicken and pesto panini . Did I get that right ?
1 Absolutely ! So that would be a short iced pumpkin spice latte and a chicken and pesto panini . Is that right ?
1 Absolutely ! So that would be a short iced pumpkin spice latte and a chicken and pesto panini . Did I get that right ?
1 Absolutely ! Your order is a short iced pumpkin spice latte and a chicken and pesto panini . Is that right ?
1 Absolutely ! Your order is a short iced pumpkin spice latte and a chicken and pesto panini . Did I get that right ?
1 Sure ! So that would be a grande iced coffee americano and a lemon cheesecake . Is that right ?
1 Sure ! So that would be a grande iced coffee americano and a lemon cheesecake . Did I get that right ?
1 Sure ! Your order is a grande iced coffee americano and a lemon cheesecake . Is that right ?
1 Sure ! Your order is a grande iced coffee americano and a lemon cheesecake . Did I get that right ?
1 Of course ! So that would be a grande iced coffee americano and a lemon cheesecake . Is that right ?
1 Of course ! So that would be a grande iced coffee americano and a lemon cheesecake . Did I get that right ?
1 Of course ! Your order is a grande iced coffee americano and a lemon cheesecake . Is that right ?
1 Of course ! Your order is a grande iced coffee americano and a lemon cheesecake . Did I get that right ?
1 Absolutely ! So that would be a grande iced coffee americano and a lemon cheesecake . Is that right ?
1 Absolutely ! So that would be a grande iced coffee americano and a lemon cheesecake . Did I get that right ?
1 Absolutely ! Your order is a grande iced coffee americano and a lemon cheesecake . Is that right ?
1 Absolutely ! Your order is a grande iced coffee americano and a lemon cheesecake . Did I get that right ?
1 Sure ! So that would be a grande raspberry lemonade and a salted caramel brownie . Is that right ?
1 Sure ! So that would be a grande raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Sure ! Your order is a grande raspberry lemonade and a salted caramel brownie . Is that right ?
1 Sure ! Your order is a grande raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Of course ! So that would be a grande raspberry lemonade and a salted caramel brownie . Is that right ?
1 Of course ! So that would be a grande raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Of course ! Your order is a grande raspberry lemonade and a salted caramel brownie . Is that right ?
1 Of course ! Your order is a grande raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Absolutely ! So that would be a grande raspberry lemonade and a salted caramel brownie . Is that right ?
1 Absolutely ! So that would be a grande raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Absolutely ! Your order is a grande raspberry lemonade and a salted caramel brownie . Is that right ?
1 Absolutely ! Your order is a grande raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Sure ! So that would be a short raspberry lemonade and a salted caramel brownie . Is that right ?
1 Sure ! So that would be a short raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Sure ! Your order is a short raspberry lemonade and a salted caramel brownie . Is that right ?
1 Sure ! Your order is a short raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Of course ! So that would be a short raspberry lemonade and a salted caramel brownie . Is that right ?
1 Of course ! So that would be a short raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Of course ! Your order is a short raspberry lemonade and a salted caramel brownie . Is that right ?
1 Of course ! Your order is a short raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Absolutely ! So that would be a short raspberry lemonade and a salted caramel brownie . Is that right ?
1 Absolutely ! So that would be a short raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Absolutely ! Your order is a short raspberry lemonade and a salted caramel brownie . Is that right ?
1 Absolutely ! Your order is a short raspberry lemonade and a salted caramel brownie . Did I get that right ?
1 Sure ! So that would be a short chai tea latte and a strawberry cheesecake . Is that right ?
1 Sure ! So that would be a short chai tea latte and a strawberry cheesecake . Did I get that right ?
1 Sure ! Your order is a short chai tea latte and a strawberry cheesecake . Is that right ?
1 Sure ! Your order is a short chai tea latte and a strawberry cheesecake . Did I get that right ?
1 Of course ! So that would be a short chai tea latte and a strawberry cheesecake . Is that right ?
1 Of course ! So that would be a short chai tea latte and a strawberry cheesecake . Did I get that right ?
1 Of course ! Your order is a short chai tea latte and a strawberry cheesecake . Is that right ?
1 Of course ! Your order is a short chai tea latte and a strawberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a short chai tea latte and a strawberry cheesecake . Is that right ?
1 Absolutely ! So that would be a short chai tea latte and a strawberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a short chai tea latte and a strawberry cheesecake . Is that right ?
1 Absolutely ! Your order is a short chai tea latte and a strawberry cheesecake . Did I get that right ?
1 Sure ! So that would be a short iced salted caramel mocha and a strawberry cheesecake . Is that right ?
1 Sure ! So that would be a short iced salted caramel mocha and a strawberry cheesecake . Did I get that right ?
1 Sure ! Your order is a short iced salted caramel mocha and a strawberry cheesecake . Is that right ?
1 Sure ! Your order is a short iced salted caramel mocha and a strawberry cheesecake . Did I get that right ?
1 Of course ! So that would be a short iced salted caramel mocha and a strawberry cheesecake . Is that right ?
1 Of course ! So that would be a short iced salted caramel mocha and a strawberry cheesecake . Did I get that right ?
1 Of course ! Your order is a short iced salted caramel mocha and a strawberry cheesecake . Is that right ?
1 Of course ! Your order is a short iced salted caramel mocha and a strawberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a short iced salted caramel mocha and a strawberry cheesecake . Is that right ?
1 Absolutely ! So that would be a short iced salted caramel mocha and a strawberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a short iced salted caramel mocha and a strawberry cheesecake . Is that right ?
1 Absolutely ! Your order is a short iced salted caramel mocha and a strawberry cheesecake . Did I get that right ?
1 Sure ! So that would be a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Is that right ?
1 Sure ! So that would be a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Did I get that right ?
1 Sure ! Your order is a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Is that right ?
1 Sure ! Your order is a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Did I get that right ?
1 Of course ! So that would be a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Is that right ?
1 Of course ! So that would be a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Did I get that right ?
1 Of course ! Your order is a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Is that right ?
1 Of course ! Your order is a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Did I get that right ?
1 Absolutely ! So that would be a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Is that right ?
1 Absolutely ! So that would be a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Did I get that right ?
1 Absolutely ! Your order is a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Is that right ?
1 Absolutely ! Your order is a short iced pumpkin spice chai latte and a whole-grain feta sandwich . Did I get that right ?
1 Sure ! So that would be a grande orange juice and a cinnamon swirl . Is that right ?
1 Sure ! So that would be a grande orange juice and a cinnamon swirl . Did I get that right ?
1 Sure ! Your order is a grande orange juice and a cinnamon swirl . Is that right ?
1 Sure ! Your order is a grande orange juice and a cinnamon swirl . Did I get that right ?
1 Of course ! So that would be a grande orange juice and a cinnamon swirl . Is that right ?
1 Of course ! So that would be a grande orange juice and a cinnamon swirl . Did I get that right ?
1 Of course ! Your order is a grande orange juice and a cinnamon swirl . Is that right ?
1 Of course ! Your order is a grande orange juice and a cinnamon swirl . Did I get that right ?
1 Absolutely ! So that would be a grande orange juice and a cinnamon swirl . Is that right ?
1 Absolutely ! So that would be a grande orange juice and a cinnamon swirl . Did I get that right ?
1 Absolutely ! Your order is a grande orange juice and a cinnamon swirl . Is that right ?
1 Absolutely ! Your order is a grande orange juice and a cinnamon swirl . Did I get that right ?
1 Sure ! So that would be a tall orange juice and a cinnamon swirl . Is that right ?
1 Sure ! So that would be a tall orange juice and a cinnamon swirl . Did I get that right ?
1 Sure ! Your order is a tall orange juice and a cinnamon swirl . Is that right ?
1 Sure ! Your order is a tall orange juice and a cinnamon swirl . Did I get that right ?
1 Of course ! So that would be a tall orange juice and a cinnamon swirl . Is that right ?
1 Of course ! So that would be a tall orange juice and a cinnamon swirl . Did I get that right ?
1 Of course ! Your order is a tall orange juice and a cinnamon swirl . Is that right ?
1 Of course ! Your order is a tall orange juice and a cinnamon swirl . Did I get that right ?
1 Absolutely ! So that would be a tall orange juice and a cinnamon swirl . Is that right ?
1 Absolutely ! So that would be a tall orange juice and a cinnamon swirl . Did I get that right ?
1 Absolutely ! Your order is a tall orange juice and a cinnamon swirl . Is that right ?
1 Absolutely ! Your order is a tall orange juice and a cinnamon swirl . Did I get that right ?
1 Sure ! So that would be a grande iced latte macchiato and a whole-grain feta sandwich . Is that right ?
1 Sure ! So that would be a grande iced latte macchiato and a whole-grain feta sandwich . Did I get that right ?
1 Sure ! Your order is a grande iced latte macchiato and a whole-grain feta sandwich . Is that right ?
1 Sure ! Your order is a grande iced latte macchiato and a whole-grain feta sandwich . Did I get that right ?
1 Of course ! So that would be a grande iced latte macchiato and a whole-grain feta sandwich . Is that right ?
1 Of course ! So that would be a grande iced latte macchiato and a whole-grain feta sandwich . Did I get that right ?
1 Of course ! Your order is a grande iced latte macchiato and a whole-grain feta sandwich . Is that right ?
1 Of course ! Your order is a grande iced latte macchiato and a whole-grain feta sandwich . Did I get that right ?
1 Absolutely ! So that would be a grande iced latte macchiato and a whole-grain feta sandwich . Is that right ?
1 Absolutely ! So that would be a grande iced latte macchiato and a whole-grain feta sandwich . Did I get that right ?
1 Absolutely ! Your order is a grande iced latte macchiato and a whole-grain feta sandwich . Is that right ?
1 Absolutely ! Your order is a grande iced latte macchiato and a whole-grain feta sandwich . Did I get that right ?
1 Sure ! So that would be a grande bottle of water and a cheese toastie . Is that right ?
1 Sure ! So that would be a grande bottle of water and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a grande bottle of water and a cheese toastie . Is that right ?
1 Sure ! Your order is a grande bottle of water and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a grande bottle of water and a cheese toastie . Is that right ?
1 Of course ! So that would be a grande bottle of water and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a grande bottle of water and a cheese toastie . Is that right ?
1 Of course ! Your order is a grande bottle of water and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a grande bottle of water and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a grande bottle of water and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a grande bottle of water and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a grande bottle of water and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a tall peach iced tea and a salted caramel brownie . Is that right ?
1 Sure ! So that would be a tall peach iced tea and a salted caramel brownie . Did I get that right ?
1 Sure ! Your order is a tall peach iced tea and a salted caramel brownie . Is that right ?
1 Sure ! Your order is a tall peach iced tea and a salted caramel brownie . Did I get that right ?
1 Of course ! So that would be a tall peach iced tea and a salted caramel brownie . Is that right ?
1 Of course ! So that would be a tall peach iced tea and a salted caramel brownie . Did I get that right ?
1 Of course ! Your order is a tall peach iced tea and a salted caramel brownie . Is that right ?
1 Of course ! Your order is a tall peach iced tea and a salted caramel brownie . Did I get that right ?
1 Absolutely ! So that would be a tall peach iced tea and a salted caramel brownie . Is that right ?
1 Absolutely ! So that would be a tall peach iced tea and a salted caramel brownie . Did I get that right ?
1 Absolutely ! Your order is a tall peach iced tea and a salted caramel brownie . Is that right ?
1 Absolutely ! Your order is a tall peach iced tea and a salted caramel brownie . Did I get that right ?
1 Sure ! So that would be a grande peach iced tea and a salted caramel brownie . Is that right ?
1 Sure ! So that would be a grande peach iced tea and a salted caramel brownie . Did I get that right ?
1 Sure ! Your order is a grande peach iced tea and a salted caramel brownie . Is that right ?
1 Sure ! Your order is a grande peach iced tea and a salted caramel brownie . Did I get that right ?
1 Of course ! So that would be a grande peach iced tea and a salted caramel brownie . Is that right ?
1 Of course ! So that would be a grande peach iced tea and a salted caramel brownie . Did I get that right ?
1 Of course ! Your order is a grande peach iced tea and a salted caramel brownie . Is that right ?
1 Of course ! Your order is a grande peach iced tea and a salted caramel brownie . Did I get that right ?
1 Absolutely ! So that would be a grande peach iced tea and a salted caramel brownie . Is that right ?
1 Absolutely ! So that would be a grande peach iced tea and a salted caramel brownie . Did I get that right ?
1 Absolutely ! Your order is a grande peach iced tea and a salted caramel brownie . Is that right ?
1 Absolutely ! Your order is a grande peach iced tea and a salted caramel brownie . Did I get that right ?
1 Sure ! So that would be a short iced coffee mocha and a white chocolate cheesecake . Is that right ?
1 Sure ! So that would be a short iced coffee mocha and a white chocolate cheesecake . Did I get that right ?
1 Sure ! Your order is a short iced coffee mocha and a white chocolate cheesecake . Is that right ?
1 Sure ! Your order is a short iced coffee mocha and a white chocolate cheesecake . Did I get that right ?
1 Of course ! So that would be a short iced coffee mocha and a white chocolate cheesecake . Is that right ?
1 Of course ! So that would be a short iced coffee mocha and a white chocolate cheesecake . Did I get that right ?
1 Of course ! Your order is a short iced coffee mocha and a white chocolate cheesecake . Is that right ?
1 Of course ! Your order is a short iced coffee mocha and a white chocolate cheesecake . Did I get that right ?
1 Absolutely ! So that would be a short iced coffee mocha and a white chocolate cheesecake . Is that right ?
1 Absolutely ! So that would be a short iced coffee mocha and a white chocolate cheesecake . Did I get that right ?
1 Absolutely ! Your order is a short iced coffee mocha and a white chocolate cheesecake . Is that right ?
1 Absolutely ! Your order is a short iced coffee mocha and a white chocolate cheesecake . Did I get that right ?
1 Sure ! So that would be a grande iced caramel macchiato and a cheese toastie . Is that right ?
1 Sure ! So that would be a grande iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a grande iced caramel macchiato and a cheese toastie . Is that right ?
1 Sure ! Your order is a grande iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a grande iced caramel macchiato and a cheese toastie . Is that right ?
1 Of course ! So that would be a grande iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a grande iced caramel macchiato and a cheese toastie . Is that right ?
1 Of course ! Your order is a grande iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a grande iced caramel macchiato and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a grande iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a grande iced caramel macchiato and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a grande iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a short strawberry lemonade and a milk chocolate bar . Is that right ?
1 Sure ! So that would be a short strawberry lemonade and a milk chocolate bar . Did I get that right ?
1 Sure ! Your order is a short strawberry lemonade and a milk chocolate bar . Is that right ?
1 Sure ! Your order is a short strawberry lemonade and a milk chocolate bar . Did I get that right ?
1 Of course ! So that would be a short strawberry lemonade and a milk chocolate bar . Is that right ?
1 Of course ! So that would be a short strawberry lemonade and a milk chocolate bar . Did I get that right ?
1 Of course ! Your order is a short strawberry lemonade and a milk chocolate bar . Is that right ?
1 Of course ! Your order is a short strawberry lemonade and a milk chocolate bar . Did I get that right ?
1 Absolutely ! So that would be a short strawberry lemonade and a milk chocolate bar . Is that right ?
1 Absolutely ! So that would be a short strawberry lemonade and a milk chocolate bar . Did I get that right ?
1 Absolutely ! Your order is a short strawberry lemonade and a milk chocolate bar . Is that right ?
1 Absolutely ! Your order is a short strawberry lemonade and a milk chocolate bar . Did I get that right ?
1 Sure ! So that would be a grande peach iced tea and a lemon cheesecake . Is that right ?
1 Sure ! So that would be a grande peach iced tea and a lemon cheesecake . Did I get that right ?
1 Sure ! Your order is a grande peach iced tea and a lemon cheesecake . Is that right ?
1 Sure ! Your order is a grande peach iced tea and a lemon cheesecake . Did I get that right ?
1 Of course ! So that would be a grande peach iced tea and a lemon cheesecake . Is that right ?
1 Of course ! So that would be a grande peach iced tea and a lemon cheesecake . Did I get that right ?
1 Of course ! Your order is a grande peach iced tea and a lemon cheesecake . Is that right ?
1 Of course ! Your order is a grande peach iced tea and a lemon cheesecake . Did I get that right ?
1 Absolutely ! So that would be a grande peach iced tea and a lemon cheesecake . Is that right ?
1 Absolutely ! So that would be a grande peach iced tea and a lemon cheesecake . Did I get that right ?
1 Absolutely ! Your order is a grande peach iced tea and a lemon cheesecake . Is that right ?
1 Absolutely ! Your order is a grande peach iced tea and a lemon cheesecake . Did I get that right ?
1 Sure ! So that would be a grande peach iced tea and a chocolate brownie . Is that right ?
1 Sure ! So that would be a grande peach iced tea and a chocolate brownie . Did I get that right ?
1 Sure ! Your order is a grande peach iced tea and a chocolate brownie . Is that right ?
1 Sure ! Your order is a grande peach iced tea and a chocolate brownie . Did I get that right ?
1 Of course ! So that would be a grande peach iced tea and a chocolate brownie . Is that right ?
1 Of course ! So that would be a grande peach iced tea and a chocolate brownie . Did I get that right ?
1 Of course ! Your order is a grande peach iced tea and a chocolate brownie . Is that right ?
1 Of course ! Your order is a grande peach iced tea and a chocolate brownie . Did I get that right ?
1 Absolutely ! So that would be a grande peach iced tea and a chocolate brownie . Is that right ?
1 Absolutely ! So that would be a grande peach iced tea and a chocolate brownie . Did I get that right ?
1 Absolutely ! Your order is a grande peach iced tea and a chocolate brownie . Is that right ?
1 Absolutely ! Your order is a grande peach iced tea and a chocolate brownie . Did I get that right ?
1 Sure ! So that would be a short pumpkin spice latte and an egg sandwich . Is that right ?
1 Sure ! So that would be a short pumpkin spice latte and an egg sandwich . Did I get that right ?
1 Sure ! Your order is a short pumpkin spice latte and an egg sandwich . Is that right ?
1 Sure ! Your order is a short pumpkin spice latte and an egg sandwich . Did I get that right ?
1 Of course ! So that would be a short pumpkin spice latte and an egg sandwich . Is that right ?
1 Of course ! So that would be a short pumpkin spice latte and an egg sandwich . Did I get that right ?
1 Of course ! Your order is a short pumpkin spice latte and an egg sandwich . Is that right ?
1 Of course ! Your order is a short pumpkin spice latte and an egg sandwich . Did I get that right ?
1 Absolutely ! So that would be a short pumpkin spice latte and an egg sandwich . Is that right ?
1 Absolutely ! So that would be a short pumpkin spice latte and an egg sandwich . Did I get that right ?
1 Absolutely ! Your order is a short pumpkin spice latte and an egg sandwich . Is that right ?
1 Absolutely ! Your order is a short pumpkin spice latte and an egg sandwich . Did I get that right ?
1 Sure ! So that would be a short pumpkin spice latte and a vegetable sandwich . Is that right ?
1 Sure ! So that would be a short pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 Sure ! Your order is a short pumpkin spice latte and a vegetable sandwich . Is that right ?
1 Sure ! Your order is a short pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 Of course ! So that would be a short pumpkin spice latte and a vegetable sandwich . Is that right ?
1 Of course ! So that would be a short pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 Of course ! Your order is a short pumpkin spice latte and a vegetable sandwich . Is that right ?
1 Of course ! Your order is a short pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 Absolutely ! So that would be a short pumpkin spice latte and a vegetable sandwich . Is that right ?
1 Absolutely ! So that would be a short pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 Absolutely ! Your order is a short pumpkin spice latte and a vegetable sandwich . Is that right ?
1 Absolutely ! Your order is a short pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 Sure ! So that would be a grande iced coffee americano and a yogurt parfait . Is that right ?
1 Sure ! So that would be a grande iced coffee americano and a yogurt parfait . Did I get that right ?
1 Sure ! Your order is a grande iced coffee americano and a yogurt parfait . Is that right ?
1 Sure ! Your order is a grande iced coffee americano and a yogurt parfait . Did I get that right ?
1 Of course ! So that would be a grande iced coffee americano and a yogurt parfait . Is that right ?
1 Of course ! So that would be a grande iced coffee americano and a yogurt parfait . Did I get that right ?
1 Of course ! Your order is a grande iced coffee americano and a yogurt parfait . Is that right ?
1 Of course ! Your order is a grande iced coffee americano and a yogurt parfait . Did I get that right ?
1 Absolutely ! So that would be a grande iced coffee americano and a yogurt parfait . Is that right ?
1 Absolutely ! So that would be a grande iced coffee americano and a yogurt parfait . Did I get that right ?
1 Absolutely ! Your order is a grande iced coffee americano and a yogurt parfait . Is that right ?
1 Absolutely ! Your order is a grande iced coffee americano and a yogurt parfait . Did I get that right ?
1 Sure ! So that would be a grande pumpkin spice latte and a yogurt parfait . Is that right ?
1 Sure ! So that would be a grande pumpkin spice latte and a yogurt parfait . Did I get that right ?
1 Sure ! Your order is a grande pumpkin spice latte and a yogurt parfait . Is that right ?
1 Sure ! Your order is a grande pumpkin spice latte and a yogurt parfait . Did I get that right ?
1 Of course ! So that would be a grande pumpkin spice latte and a yogurt parfait . Is that right ?
1 Of course ! So that would be a grande pumpkin spice latte and a yogurt parfait . Did I get that right ?
1 Of course ! Your order is a grande pumpkin spice latte and a yogurt parfait . Is that right ?
1 Of course ! Your order is a grande pumpkin spice latte and a yogurt parfait . Did I get that right ?
1 Absolutely ! So that would be a grande pumpkin spice latte and a yogurt parfait . Is that right ?
1 Absolutely ! So that would be a grande pumpkin spice latte and a yogurt parfait . Did I get that right ?
1 Absolutely ! Your order is a grande pumpkin spice latte and a yogurt parfait . Is that right ?
1 Absolutely ! Your order is a grande pumpkin spice latte and a yogurt parfait . Did I get that right ?
1 Sure ! So that would be a short orange juice and a white chocolate cheesecake . Is that right ?
1 Sure ! So that would be a short orange juice and a white chocolate cheesecake . Did I get that right ?
1 Sure ! Your order is a short orange juice and a white chocolate cheesecake . Is that right ?
1 Sure ! Your order is a short orange juice and a white chocolate cheesecake . Did I get that right ?
1 Of course ! So that would be a short orange juice and a white chocolate cheesecake . Is that right ?
1 Of course ! So that would be a short orange juice and a white chocolate cheesecake . Did I get that right ?
1 Of course ! Your order is a short orange juice and a white chocolate cheesecake . Is that right ?
1 Of course ! Your order is a short orange juice and a white chocolate cheesecake . Did I get that right ?
1 Absolutely ! So that would be a short orange juice and a white chocolate cheesecake . Is that right ?
1 Absolutely ! So that would be a short orange juice and a white chocolate cheesecake . Did I get that right ?
